frame_count,t_in_us,t_due_us,t_pub_us,published
759,36934443284,36934493284,36934493553,1
760,36934459951,36934509951,36934510254,1
761,36934477120,36934527120,36934527272,1
762,36934493808,36934543808,36934543943,1
763,36934510509,36934560509,36934560619,1
764,36934526673,36934576673,36934576945,1
765,36934543353,36934593353,36934593552,1
766,36934560031,36934610031,36934610310,1
767,36934577198,36934627198,36934627403,1
768,36934593248,36934643248,36934643559,1
769,36934610564,36934660564,36934660691,1
770,36934626888,36934676888,36934677080,1
771,36934643817,36934693817,36934693935,1
772,36934659925,36934709925,36934710205,1
773,36934676746,36934726746,36934726849,1
774,36934693359,36934743359,36934743695,1
775,36934710460,36934760460,36934760608,1
776,36934726509,36934776509,36934776804,1
777,36934743355,36934793355,36934793635,1
778,36934759953,36934809953,36934810235,1
779,36934777059,36934827059,36934827296,1
780,36934793889,36934843889,36934844001,1
781,36934810490,36934860490,36934860621,1
782,36934826568,36934876568,36934876867,1
783,36934843307,36934893307,36934893586,1
784,36934860257,36934910257,36934910392,1
785,36934877122,36934927122,36934927328,1
786,36934893839,36934943839,36934943943,1
787,36934909918,36934959918,36934960201,1
788,36934926649,36934976649,36934976853,1
789,36934943338,36934993338,36934993625,1
790,36934960456,36935010456,36935010578,1
791,36934976552,36935026552,36935026835,1
792,36934993880,36935043880,36935044099,1
793,36935010026,36935060026,36935060152,1
794,36935027090,36935077090,36935077208,1
795,36935043220,36935093220,36935093523,1
796,36935059855,36935109855,36935110143,1
797,36935076657,36935126657,36935126928,1
798,36935093778,36935143778,36935143930,1
799,36935110400,36935160400,36935160710,1
800,36935127182,36935177182,36935177296,1
801,36935143337,36935193337,36935193602,1
802,36935160968,36935210968,36935211076,1
803,36935176542,36935226542,36935226819,1
804,36935193305,36935243305,36935243587,1
805,36935210373,36935260373,36935260513,1
806,36935227074,36935277074,36935277209,1
807,36935243842,36935293842,36935294144,1
808,36935260155,36935310155,36935310520,1
809,36935276769,36935326769,36935326904,1
810,36935293215,36935343215,36935343507,1
811,36935310776,36935360776,36935361028,1
812,36935326594,36935376594,36935376869,1
813,36935343763,36935393763,36935393936,1
814,36935360033,36935410033,36935410559,1
815,36935377123,36935427123,36935427379,1
816,36935393291,36935443291,36935443558,1
817,36935410814,36935460814,36935460943,1
818,36935426680,36935476680,36935476968,1
819,36935443812,36935493812,36935493968,1
820,36935460661,36935510661,36935510784,1
821,36935477223,36935527223,36935527372,1
822,36935493278,36935543278,36935543557,1
823,36935509990,36935559990,36935560769,1
824,36935526790,36935576790,36935576956,1
825,36935543812,36935593812,36935594369,1
826,36935561276,36935611276,36935611555,1
827,36935577213,36935627213,36935627351,1
828,36935593790,36935643790,36935643928,1
829,36935610644,36935660644,36935660969,1
830,36935626835,36935676835,36935676948,1
831,36935643528,36935693528,36935693789,1
832,36935661263,36935711263,36935711455,1
833,36935676565,36935726565,36935726852,1
834,36935693458,36935743458,36935743656,1
835,36935710064,36935760064,36935760893,1
836,36935727109,36935777109,36935777240,1
837,36935743326,36935793326,36935793604,1
838,36935761179,36935811179,36935811316,1
839,36935776743,36935826743,36935827020,1
840,36935793860,36935843860,36935843987,1
841,36935810800,36935860800,36935861050,1
842,36935826671,36935876671,36935876873,1
843,36935843277,36935893277,36935893556,1
844,36935860588,36935910588,36935910955,1
845,36935876566,36935926566,36935926853,1
846,36935893810,36935943810,36935944378,1
847,36935910451,36935960451,36935960696,1
848,36935927108,36935977108,36935977208,1
849,36935943740,36935993740,36935993933,1
850,36935959916,36936009916,36936010177,1
851,36935976706,36936026706,36936027017,1
852,36935993273,36936043273,36936043535,1
853,36936010432,36936060432,36936060571,1
854,36936027275,36936077275,36936077798,1
855,36936043791,36936093791,36936093941,1
856,36936060099,36936110099,36936110381,1
857,36936078055,36936128055,36936128247,1
858,36936093378,36936143378,36936143632,1
859,36936110042,36936160042,36936160214,1
860,36936127737,36936177737,36936177940,1
861,36936143293,36936193293,36936193719,1
862,36936159890,36936209890,36936210343,1
863,36936176780,36936226780,36936227055,1
864,36936193980,36936243980,36936244177,1
865,36936210603,36936260603,36936260746,1
866,36936227334,36936277334,36936277568,1
867,36936243713,36936293713,36936293826,1
868,36936260219,36936310219,36936311280,1
869,36936276601,36936326601,36936326880,1
870,36936293359,36936343359,36936343541,1
871,36936311540,36936361540,36936361736,1
872,36936327137,36936377137,36936377268,1
873,36936343248,36936393248,36936393525,1
874,36936360067,36936410067,36936410218,1
875,36936376551,36936426551,36936426824,1
876,36936393780,36936443780,36936443882,1
877,36936409920,36936459920,36936460205,1
878,36936427080,36936477080,36936477253,1
879,36936443453,36936493453,36936493593,1
880,36936459889,36936509889,36936510181,1
881,36936476711,36936526711,36936527058,1
882,36936493272,36936543272,36936543600,1
883,36936509856,36936559856,36936560132,1
884,36936526686,36936576686,36936576868,1
885,36936543855,36936593855,36936594081,1
886,36936560388,36936610388,36936610498,1
887,36936576561,36936626561,36936626838,1
888,36936593378,36936643378,36936643712,1
889,36936610095,36936660095,36936660569,1
890,36936627092,36936677092,36936677195,1
891,36936643967,36936693967,36936694151,1
892,36936660048,36936710048,36936710215,1
893,36936676577,36936726577,36936726848,1
894,36936693450,36936743450,36936743726,1
895,36936709914,36936759914,36936760204,1
896,36936727101,36936777101,36936777236,1
897,36936743417,36936793417,36936793729,1
898,36936760460,36936810460,36936810572,1
899,36936776844,36936826844,36936826938,1
900,36936793985,36936843985,36936844172,1
901,36936810034,36936860034,36936860240,1
902,36936826577,36936876577,36936876858,1
903,36936843198,36936893198,36936893516,1
904,36936859933,36936909933,36936910231,1
905,36936877111,36936927111,36936927294,1
906,36936893772,36936943772,36936943879,1
907,36936910487,36936960487,36936960708,1
908,36936926543,36936976543,36936976831,1
909,36936943312,36936993312,36936993599,1
910,36936959909,36937009909,36937010191,1
911,36936977086,36937027086,36937027208,1
912,36936993859,36937043859,36937043973,1
913,36937010446,36937060446,36937060652,1
914,36937026785,36937076785,36937076952,1
915,36937043230,36937093230,36937093526,1
916,36937060080,36937110080,36937110219,1
917,36937076661,36937126661,36937126935,1
918,36937093782,36937143782,36937143913,1
919,36937109904,36937159904,36937160183,1
920,36937127190,36937177190,36937177309,1
921,36937143277,36937193277,36937193590,1
922,36937160437,36937210437,36937210570,1
923,36937176645,36937226645,36937226909,1
924,36937193845,36937243845,36937243994,1
925,36937209969,36937259969,36937260365,1
926,36937226578,36937276578,36937276877,1
927,36937243422,36937293422,36937293714,1
928,36937260622,36937310622,36937310755,1
929,36937277134,36937327134,36937327339,1
930,36937293972,36937343972,36937344093,1
931,36937310100,36937360100,36937360393,1
932,36937326761,36937376761,36937377081,1
933,36937343355,36937393355,36937393653,1
934,36937360098,36937410098,36937410398,1
935,36937377338,36937427338,36937427500,1
936,36937393910,36937443910,36937444055,1
937,36937410098,36937460098,36937460361,1
938,36937426675,36937476675,36937476932,1
939,36937443260,36937493260,36937493445,1
940,36937460061,36937510061,36937510378,1
941,36937476619,36937526619,36937526905,1
942,36937493188,36937543188,36937543400,1
943,36937510635,36937560635,36937560894,1
944,36937527160,36937577160,36937577273,1
945,36937543655,36937593655,36937593797,1
946,36937559955,36937609955,36937610236,1
947,36937576667,36937626667,36937627066,1
948,36937593283,36937643283,36937643530,1
949,36937610492,36937660492,36937660609,1
950,36937627322,36937677322,36937677448,1
951,36937643787,36937693787,36937693924,1
952,36937660107,36937710107,36937710482,1
953,36937676879,36937726879,36937727175,1
954,36937693458,36937743458,36937743811,1
955,36937710743,36937760743,36937761007,1
956,36937726825,36937776825,36937777074,1
957,36937744071,36937794071,36937794329,1
958,36937759895,36937809895,36937810150,1
959,36937776773,36937826773,36937827086,1
960,36937793331,36937843331,36937843618,1
961,36937810404,36937860404,36937860646,1
962,36937826766,36937876766,36937876987,1
963,36937843874,36937893874,36937894225,1
964,36937859927,36937909927,36937910239,1
965,36937876666,36937926666,36937926977,1
966,36937893251,36937943251,36937943553,1
967,36937910494,36937960494,36937960661,1
968,36937927234,36937977234,36937977343,1
969,36937943808,36937993808,36937993914,1
970,36937960120,36938010120,36938010235,1
971,36937976673,36938026673,36938026965,1
972,36937993353,36938043353,36938043585,1
973,36938009929,36938059929,36938060203,1
974,36938027220,36938077220,36938077327,1
975,36938043288,36938093288,36938093568,1
976,36938060458,36938110458,36938110575,1
977,36938076794,36938126794,36938126904,1
978,36938093822,36938143822,36938143936,1
979,36938110144,36938160144,36938160264,1
980,36938126581,36938176581,36938176863,1
981,36938143409,36938193409,36938193519,1
982,36938159938,36938209938,36938210229,1
983,36938177118,36938227118,36938227237,1
984,36938193210,36938243210,36938243450,1
985,36938210484,36938260484,36938260640,1
986,36938226832,36938276832,36938277002,1
987,36938243705,36938293705,36938293902,1
988,36938260016,36938310016,36938310402,1
989,36938276659,36938326659,36938327098,1
990,36938293535,36938343535,36938343780,1
991,36938310659,36938360659,36938360780,1
992,36938327356,36938377356,36938377483,1
993,36938343363,36938393363,36938393546,1
994,36938360070,36938410070,36938410361,1
995,36938376798,36938426798,36938426923,1
996,36938393241,36938443241,36938443533,1
997,36938410052,36938460052,36938460392,1
998,36938426618,36938476618,36938476898,1
999,36938443787,36938493787,36938493976,1
1000,36938460648,36938510648,36938510756,1
1001,36938477154,36938527154,36938527452,1
1002,36938493220,36938543220,36938543506,1
1003,36938509996,36938559996,36938560282,1
1004,36938526520,36938576520,36938576833,1
1005,36938543211,36938593211,36938593499,1
1006,36938560541,36938610541,36938610692,1
1007,36938577088,36938627088,36938627346,1
1008,36938593754,36938643754,36938643860,1
1009,36938609892,36938659892,36938660202,1
1010,36938626708,36938676708,36938676992,1
1011,36938643370,36938693370,36938693605,1
1012,36938660458,36938710458,36938710601,1
1013,36938677247,36938727247,36938727549,1
1014,36938693308,36938743308,36938743596,1
1015,36938710122,36938760122,36938760249,1
1016,36938726610,36938776610,36938776851,1
1017,36938743303,36938793303,36938793591,1
1018,36938759852,36938809852,36938810175,1
1019,36938776517,36938826517,36938826925,1
1020,36938793852,36938843852,36938843957,1
1021,36938810432,36938860432,36938860618,1
1022,36938827183,36938877183,36938877289,1
1023,36938843246,36938893246,36938893528,1
1024,36938859970,36938909970,36938910212,1
1025,36938876631,36938926631,36938926932,1
1026,36938893783,36938943783,36938943899,1
1027,36938909918,36938959918,36938960214,1
1028,36938927187,36938977187,36938977294,1
1029,36938943332,36938993332,36938993598,1
1030,36938959911,36939009911,36939010086,1
1031,36938976734,36939026734,36939026901,1
1032,36938993304,36939043304,36939043580,1
1033,36939009860,36939059860,36939060498,1
1034,36939026591,36939076591,36939076841,1
1035,36939043833,36939093833,36939093952,1
1036,36939060753,36939110753,36939110938,1
1037,36939077096,36939127096,36939127356,1
1038,36939093424,36939143424,36939143662,1
1039,36939109964,36939159964,36939160231,1
1040,36939126698,36939176698,36939176984,1
1041,36939143365,36939193365,36939193685,1
1042,36939159930,36939209930,36939210208,1
1043,36939177240,36939227240,36939227408,1
1044,36939193943,36939243943,36939244045,1
1045,36939210464,36939260464,36939260656,1
1046,36939226764,36939276764,36939276974,1
1047,36939243413,36939293413,36939293556,1
1048,36939260050,36939310050,36939310330,1
1049,36939276670,36939326670,36939326992,1
1050,36939293229,36939343229,36939343544,1
1051,36939310584,36939360584,36939360886,1
1052,36939326658,36939376658,36939376979,1
1053,36939343812,36939393812,36939393952,1
1054,36939359915,36939409915,36939410262,1
1055,36939376643,36939426643,36939426954,1
1056,36939393252,36939443252,36939443536,1
1057,36939410518,36939460518,36939460814,1
1058,36939427210,36939477210,36939477329,1
1059,36939443821,36939493821,36939494048,1
1060,36939459878,36939509878,36939510107,1
1061,36939476575,36939526575,36939526858,1
1062,36939493335,36939543335,36939543647,1
1063,36939510361,36939560361,36939560488,1
1064,36939527113,36939577113,36939577239,1
1065,36939543301,36939593301,36939593558,1
1066,36939559916,36939609916,36939610190,1
1067,36939576753,36939626753,36939627075,1
1068,36939593251,36939643251,36939643534,1
1069,36939610443,36939660443,36939660576,1
1070,36939626740,36939676740,36939676905,1
1071,36939643790,36939693790,36939693985,1
1072,36939660106,36939710106,36939710334,1
1073,36939676584,36939726584,36939726882,1
1074,36939693412,36939743412,36939743710,1
1075,36939710013,36939760013,36939760316,1
1076,36939727139,36939777139,36939777302,1
1077,36939743967,36939793967,36939794094,1
1078,36939760573,36939810573,36939810744,1
1079,36939776933,36939826933,36939827094,1
1080,36939793582,36939843582,36939843728,1
1081,36939810370,36939860370,36939860635,1
1082,36939826758,36939876758,36939876949,1
1083,36939843398,36939893398,36939893699,1
1084,36939860074,36939910074,36939910393,1
1085,36939876652,36939926652,36939926926,1
1086,36939893955,36939943955,36939944071,1
1087,36939910651,36939960651,36939960803,1
1088,36939927182,36939977182,36939977290,1
1089,36939943314,36939993314,36939993603,1
1090,36939960086,36940010086,36940010362,1
1091,36939976557,36940026557,36940026850,1
1092,36939993303,36940043303,36940043606,1
1093,36940010615,36940060615,36940060880,1
1094,36940027105,36940077105,36940077254,1
1095,36940043860,36940093860,36940094070,1
1096,36940059912,36940109912,36940110217,1
1097,36940076645,36940126645,36940126832,1
1098,36940093259,36940143259,36940143476,1
1099,36940110471,36940160471,36940160577,1
1100,36940126535,36940176535,36940176821,1
1101,36940143731,36940193731,36940193916,1
1102,36940160053,36940210053,36940210229,1
1103,36940177076,36940227076,36940227246,1
1104,36940193484,36940243484,36940243595,1
1105,36940209929,36940259929,36940260420,1
1106,36940226738,36940276738,36940277044,1
1107,36940243256,36940293256,36940293486,1
1108,36940260677,36940310677,36940310788,1
1109,36940276735,36940326735,36940326875,1
1110,36940293741,36940343741,36940343851,1
1111,36940310092,36940360092,36940360417,1
1112,36940326546,36940376546,36940376968,1
1113,36940343386,36940393386,36940393850,1
1114,36940360676,36940410676,36940410806,1
1115,36940377227,36940427227,36940427365,1
1116,36940394109,36940444109,36940444258,1
1117,36940410085,36940460085,36940460409,1
1118,36940426859,36940476859,36940477003,1
1119,36940443646,36940493646,36940493771,1
1120,36940460045,36940510045,36940510369,1
1121,36940476679,36940526679,36940526986,1
1122,36940493263,36940543263,36940543496,1
1123,36940510627,36940560627,36940560869,1
1124,36940527244,36940577244,36940577380,1
1125,36940543753,36940593753,36940594006,1
1126,36940560078,36940610078,36940610332,1
1127,36940576636,36940626636,36940626948,1
1128,36940593400,36940643400,36940643709,1
1129,36940610024,36940660024,36940660315,1
1130,36940627206,36940677206,36940677317,1
1131,36940643967,36940693967,36940694262,1
1132,36940660574,36940710574,36940710693,1
1133,36940676676,36940726676,36940726960,1
1134,36940693327,36940743327,36940743612,1
1135,36940710036,36940760036,36940760218,1
1136,36940727215,36940777215,36940777455,1
1137,36940743866,36940793866,36940793999,1
1138,36940759917,36940809917,36940810214,1
1139,36940776735,36940826735,36940826842,1
1140,36940793458,36940843458,36940843638,1
1141,36940810470,36940860470,36940860686,1
1142,36940826537,36940876537,36940876777,1
1143,36940843347,36940893347,36940893655,1
1144,36940860142,36940910142,36940910238,1
1145,36940877030,36940927030,36940927288,1
1146,36940893336,36940943336,36940943809,1
1147,36940909918,36940959918,36940960184,1
1148,36940926743,36940976743,36940977010,1
1149,36940944064,36940994064,36940994265,1
1150,36940959878,36941009878,36941010161,1
1151,36940976698,36941026698,36941026973,1
1152,36940993267,36941043267,36941043548,1
1153,36941010417,36941060417,36941060610,1
1154,36941027228,36941077228,36941077368,1
1155,36941043803,36941093803,36941094021,1
1156,36941059862,36941109862,36941110107,1
1157,36941076627,36941126627,36941126933,1
1158,36941093374,36941143374,36941143641,1
1159,36941110363,36941160363,36941160551,1
1160,36941127233,36941177233,36941177492,1
1161,36941143339,36941193339,36941193538,1
1162,36941159895,36941209895,36941210165,1
1163,36941176556,36941226556,36941226826,1
1164,36941193246,36941243246,36941243539,1
1165,36941210419,36941260419,36941260563,1
1166,36941227079,36941277079,36941277210,1
1167,36941243795,36941293795,36941293966,1
1168,36941260109,36941310109,36941310448,1
1169,36941276571,36941326571,36941326852,1
1170,36941293214,36941343214,36941343493,1
1171,36941309970,36941359970,36941360286,1
1172,36941327106,36941377106,36941377239,1
1173,36941343746,36941393746,36941393970,1
1174,36941360544,36941410544,36941410645,1
1175,36941376778,36941426778,36941427047,1
1176,36941393248,36941443248,36941443522,1
1177,36941410000,36941460000,36941460288,1
1178,36941426676,36941476676,36941476961,1
1179,36941443777,36941493777,36941493977,1
1180,36941460615,36941510615,36941510745,1
1181,36941477216,36941527216,36941527338,1
1182,36941493283,36941543283,36941543575,1
1183,36941509992,36941559992,36941560295,1
1184,36941526752,36941576752,36941576982,1
1185,36941543828,36941593828,36941593954,1
1186,36941560554,36941610554,36941610679,1
1187,36941576677,36941626677,36941626962,1
1188,36941593488,36941643488,36941643671,1
1189,36941609962,36941659962,36941660234,1
1190,36941627222,36941677222,36941677351,1
1191,36941643384,36941693384,36941693650,1
1192,36941660490,36941710490,36941710598,1
1193,36941676542,36941726542,36941726830,1
1194,36941693356,36941743356,36941743636,1
1195,36941710164,36941760164,36941760381,1
1196,36941727085,36941777085,36941777193,1
1197,36941743891,36941793891,36941794096,1
1198,36941760027,36941810027,36941810137,1
1199,36941776676,36941826676,36941827268,1
1200,36941793276,36941843276,36941843543,1
1201,36941809865,36941859865,36941860299,1
1202,36941827527,36941877527,36941877649,1
1203,36941843800,36941893800,36941894034,1
1204,36941860557,36941910557,36941910657,1
1205,36941876876,36941926876,36941926988,1
1206,36941893668,36941943668,36941943843,1
1207,36941910049,36941960049,36941960342,1
1208,36941926666,36941976666,36941976950,1
1209,36941943507,36941993507,36941993600,1
1210,36941960597,36942010597,36942010748,1
1211,36941977206,36942027206,36942027462,1
1212,36941993266,36942043266,36942043547,1
1213,36942010106,36942060106,36942060547,1
1214,36942026757,36942076757,36942077052,1
1215,36942043231,36942093231,36942093524,1
1216,36942060064,36942110064,36942110288,1
1217,36942077307,36942127307,36942127569,1
1218,36942093780,36942143780,36942143892,1
1219,36942109950,36942159950,36942160241,1
1220,36942126631,36942176631,36942176940,1
1221,36942143332,36942193332,36942193568,1
1222,36942160576,36942210576,36942210695,1
1223,36942177196,36942227196,36942227366,1
1224,36942193252,36942243252,36942243544,1
1225,36942210078,36942260078,36942260390,1
1226,36942226698,36942276698,36942277006,1
1227,36942243797,36942293797,36942293991,1
1228,36942260648,36942310648,36942310759,1
1229,36942277261,36942327261,36942327505,1
1230,36942293322,36942343322,36942343572,1
1231,36942310003,36942360003,36942360344,1
1232,36942326768,36942376768,36942376869,1
1233,36942343264,36942393264,36942393427,1
1234,36942361352,36942411352,36942411535,1
1235,36942376411,36942426411,36942427199,1
1236,36942393123,36942443123,36942443240,1
1237,36942409931,36942459931,36942460204,1
1238,36942427953,36942477953,36942478177,1
1239,36942443496,36942493496,36942493874,1
1240,36942460459,36942510459,36942510618,1
1241,36942476775,36942526775,36942527128,1
1242,36942493491,36942543491,36942543854,1
1243,36942510158,36942560158,36942560473,1
1244,36942527388,36942577388,36942577502,1
1245,36942544111,36942594111,36942594310,1
1246,36942560731,36942610731,36942610934,1
1247,36942576724,36942626724,36942626999,1
1248,36942593322,36942643322,36942643618,1
1249,36942609853,36942659853,36942660613,1
1250,36942627257,36942677257,36942677388,1
1251,36942643873,36942693873,36942694072,1
1252,36942660870,36942710870,36942711059,1
1253,36942676709,36942726709,36942726873,1
1254,36942693394,36942743394,36942743677,1
1255,36942710094,36942760094,36942760267,1
1256,36942726564,36942776564,36942776905,1
1257,36942743379,36942793379,36942793667,1
1258,36942759940,36942809940,36942810230,1
1259,36942777158,36942827158,36942827389,1
1260,36942793924,36942843924,36942844024,1
1261,36942810485,36942860485,36942860711,1
1262,36942826656,36942876656,36942876936,1
1263,36942843405,36942893405,36942893692,1
1264,36942860057,36942910057,36942910364,1
1265,36942877190,36942927190,36942927410,1
1266,36942893362,36942943362,36942943638,1
1267,36942910031,36942960031,36942960304,1
1268,36942926714,36942976714,36942976990,1
1269,36942943891,36942993891,36942994071,1
1270,36942960650,36943010650,36943010790,1
1271,36942977244,36943027244,36943027383,1
1272,36942993302,36943043302,36943043591,1
1273,36943010089,36943060089,36943060378,1
1274,36943026804,36943076804,36943077078,1
1275,36943043845,36943093845,36943094069,1
1276,36943060634,36943110634,36943110728,1
1277,36943077333,36943127333,36943127490,1
1278,36943093387,36943143387,36943143751,1
1279,36943110078,36943160078,36943160416,1
1280,36943126733,36943176733,36943177058,1
1281,36943144009,36943194009,36943194325,1
1282,36943160674,36943210674,36943210779,1
1283,36943177314,36943227314,36943227548,1
1284,36943193380,36943243380,36943243661,1
1285,36943210083,36943260083,36943268368,1
1286,36943226570,36943276570,36943277154,1
1287,36943243340,36943293340,36943293825,1
1288,36943269135,36943319135,36943319368,1
1289,36943277413,36943327413,36943327607,1
1290,36943294144,36943344144,36943344340,1
1291,36943310104,36943360104,36943360209,1
1292,36943326527,36943376527,36943376662,1
1293,36943343372,36943393372,36943393691,1
1294,36943359844,36943409844,36943410107,1
1295,36943376918,36943426918,36943427034,1
1296,36943393949,36943443949,36943444085,1
1297,36943410363,36943460363,36943460495,1
1298,36943426679,36943476679,36943476964,1
1299,36943443296,36943493296,36943493595,1
1300,36943460090,36943510090,36943510405,1
1301,36943477218,36943527218,36943527360,1
1302,36943493275,36943543275,36943543550,1
1303,36943510700,36943560700,36943560902,1
1304,36943526763,36943576763,36943577043,1
1305,36943543803,36943593803,36943594065,1
1306,36943559897,36943609897,36943610239,1
1307,36943576720,36943626720,36943627065,1
1308,36943593401,36943643401,36943643701,1
1309,36943610494,36943660494,36943660694,1
1310,36943627322,36943677322,36943677455,1
1311,36943643376,36943693376,36943693677,1
1312,36943659956,36943709956,36943710269,1
1313,36943676711,36943726711,36943726900,1
1314,36943693933,36943743933,36943744039,1
1315,36943710526,36943760526,36943760662,1
1316,36943726599,36943776599,36943776892,1
1317,36943743413,36943793413,36943793702,1
1318,36943760046,36943810046,36943810365,1
1319,36943777148,36943827148,36943827261,1
1320,36943793956,36943843956,36943844225,1
1321,36943810619,36943860619,36943860755,1
1322,36943826688,36943876688,36943877021,1
1323,36943843267,36943893267,36943893690,1
1324,36943860243,36943910243,36943910596,1
1325,36943877278,36943927278,36943927446,1
1326,36943893948,36943943948,36943944073,1
1327,36943910912,36943960912,36943961136,1
1328,36943926854,36943976854,36943977232,1
1329,36943943506,36943993506,36943993666,1
1330,36943960119,36944010119,36944010252,1
1331,36943977535,36944027535,36944027731,1
1332,36943993308,36944043308,36944043558,1
1333,36944009933,36944059933,36944060233,1
1334,36944026538,36944076538,36944076815,1
1335,36944043243,36944093243,36944093535,1
1336,36944060490,36944110490,36944110636,1
1337,36944077070,36944127070,36944127231,1
1338,36944093790,36944143790,36944143926,1
1339,36944109912,36944159912,36944160267,1
1340,36944126641,36944176641,36944177035,1
1341,36944143250,36944193250,36944193549,1
1342,36944160523,36944210523,36944210621,1
1343,36944176632,36944226632,36944226986,1
1344,36944193806,36944243806,36944243920,1
1345,36944210106,36944260106,36944260227,1
1346,36944227242,36944277242,36944277359,1
1347,36944243364,36944293364,36944293719,1
1348,36944259925,36944309925,36944310194,1
1349,36944276749,36944326749,36944327123,1
1350,36944293977,36944343977,36944344081,1
1351,36944309847,36944359847,36944360095,1
1352,36944326721,36944376721,36944377031,1
1353,36944343386,36944393386,36944393616,1
1354,36944360350,36944410350,36944410481,1
1355,36944376714,36944426714,36944427019,1
1356,36944393285,36944443285,36944443587,1
1357,36944409874,36944459874,36944460366,1
1358,36944427276,36944477276,36944477437,1
1359,36944443841,36944493841,36944494120,1
1360,36944460624,36944510624,36944510830,1
1361,36944476720,36944526720,36944527075,1
1362,36944493246,36944543246,36944543539,1
1363,36944509893,36944559893,36944560159,1
1364,36944526609,36944576609,36944577132,1
1365,36944543794,36944593794,36944594169,1
1366,36944560415,36944610415,36944610832,1
1367,36944577392,36944627392,36944627536,1
1368,36944593543,36944643543,36944644025,1
1369,36944610236,36944660236,36944660478,1
1370,36944626903,36944676903,36944677150,1
1371,36944644283,36944694283,36944694462,1
1372,36944660103,36944710103,36944710385,1
1373,36944676755,36944726755,36944726995,1
1374,36944693425,36944743425,36944743586,1
1375,36944710029,36944760029,36944760198,1
1376,36944726652,36944776652,36944776902,1
1377,36944743256,36944793256,36944793533,1
1378,36944759876,36944809876,36944810159,1
1379,36944776592,36944826592,36944826914,1
1380,36944793788,36944843788,36944843984,1
1381,36944810414,36944860414,36944860532,1
1382,36944827243,36944877243,36944877436,1
1383,36944843356,36944893356,36944893444,1
1384,36944859990,36944909990,36944910261,1
1385,36944876540,36944926540,36944926835,1
1386,36944893190,36944943190,36944943490,1
1387,36944909957,36944959957,36944960242,1
1388,36944927091,36944977091,36944977204,1
1389,36944943748,36944993748,36944993868,1
1390,36944960495,36945010495,36945010606,1
1391,36944976549,36945026549,36945026830,1
1392,36944993219,36945043219,36945043521,1
1393,36945010142,36945060142,36945060426,1
1394,36945027083,36945077083,36945077208,1
1395,36945043776,36945093776,36945094029,1
1396,36945060097,36945110097,36945110376,1
1397,36945076550,36945126550,36945126892,1
1398,36945093223,36945143223,36945143494,1
1399,36945110053,36945160053,36945160350,1
1400,36945127147,36945177147,36945177276,1
1401,36945143747,36945193747,36945193864,1
1402,36945160043,36945210043,36945210170,1
1403,36945176605,36945226605,36945226883,1
1404,36945193286,36945243286,36945243583,1
1405,36945209873,36945259873,36945260163,1
1406,36945227136,36945277136,36945277243,1
1407,36945243876,36945293876,36945294018,1
1408,36945260418,36945310418,36945310524,1
1409,36945276736,36945326736,36945326850,1
1410,36945293350,36945343350,36945343748,1
1411,36945310060,36945360060,36945360167,1
1412,36945326576,36945376576,36945376748,1
1413,36945344006,36945394006,36945394243,1
1414,36945359874,36945409874,36945410038,1
1415,36945376547,36945426547,36945426707,1
1416,36945393541,36945443541,36945443672,1
1417,36945409759,36945459759,36945459895,1
1418,36945426962,36945476962,36945477092,1
1419,36945443350,36945493350,36945493694,1
1420,36945460148,36945510148,36945510407,1
1421,36945476498,36945526498,36945526633,1
1422,36945493346,36945543346,36945543642,1
1423,36945509697,36945559697,36945560139,1
1424,36945526415,36945576415,36945576573,1
1425,36945543937,36945593937,36945594128,1
1426,36945560395,36945610395,36945610594,1
1427,36945576828,36945626828,36945626951,1
1428,36945593385,36945643385,36945643613,1
1429,36945609887,36945659887,36945660055,1
1430,36945626472,36945676472,36945676779,1
1431,36945643284,36945693284,36945693564,1
1432,36945659883,36945709883,36945710204,1
1433,36945677034,36945727034,36945727257,1
1434,36945693858,36945743858,36945743989,1
1435,36945710461,36945760461,36945760646,1
1436,36945726552,36945776552,36945776703,1
1437,36945743314,36945793314,36945793613,1
1438,36945759745,36945809745,36945809864,1
1439,36945776463,36945826463,36945826622,1
1440,36945793869,36945843869,36945843981,1
1441,36945810119,36945860119,36945860243,1
1442,36945826424,36945876424,36945876540,1
1443,36945843384,36945893384,36945893682,1
1444,36945859749,36945909749,36945909870,1
1445,36945876794,36945926794,36945927010,1
1446,36945893370,36945943370,36945943518,1
1447,36945910125,36945960125,36945960232,1
1448,36945926686,36945976686,36945976792,1
1449,36945943271,36945993271,36945993408,1
1450,36945959803,36946009803,36946009942,1
1451,36945976503,36946026503,36946026691,1
1452,36945993663,36946043663,36946043948,1
1453,36946010199,36946060199,36946060334,1
1454,36946026947,36946076947,36946077091,1
1455,36946043566,36946093566,36946093697,1
1456,36946060000,36946110000,36946110113,1
1457,36946076632,36946126632,36946126739,1
1458,36946093379,36946143379,36946143480,1
1459,36946109717,36946159717,36946160312,1
1460,36946126402,36946176402,36946177038,1
1461,36946143256,36946193256,36946193691,1
1462,36946160573,36946210573,36946210731,1
1463,36946177297,36946227297,36946227439,1
1464,36946193951,36946243951,36946244081,1
1465,36946210203,36946260203,36946260525,1
1466,36946227025,36946277025,36946277181,1
1467,36946243505,36946293505,36946293867,1
1468,36946260146,36946310146,36946310519,1
